,budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,title,vote_count,Profit
2150,20000000,Drama   Thriller,rape   gun   self defense   grieving parents,en,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",3.996392,Paramount Pictures,US  United States of America,1996-01-12,0,101.0,What do you do when justice fails?,Eye for an Eye,63,-20000000
2151,20000000,Thriller   Crime   Drama,infelity   subway   car dealer   vault   mannequin   bahamas   strip club   wife   offer   photography   london underground   based on true story   extortion   double cross   walkie talkie   railway station   jackhammer   political corruption   bank heist   cabinet officer   corrupt policeman,en,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",30.387754,Atlas Entertainment   Mosaic Media Group   Omnilab Media   Relativity Media   Skyline Baker St,AU  Australia  GB  United Kingdom  US  United States of America,2008-02-28,64822796,112.0,No Tagline,The Bank Job,697,44822796
2152,20000000,Science Fiction   Drama   Romance,deja vu   regret   jealousy   amnesia   dream   operation   relationship problems   love   memory   brainwashing   relationship   heartbreak   nonlinear timeline   love story   bittersweet,en,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",56.481487,Anonymous Content   This Is That Productions   Focus Features,US  United States of America,2004-03-19,72258126,108.0,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,3652,52258126
2153,20000000,Comedy   Romance,brother sister relationship   marriage   bully   duringcreditsstinger,en,"History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",19.962713,Oops Doughnuts Productions   Touchstone Pictures   Frontier Pictures,US  United States of America,2010-09-24,32005248,105.0,What doesn't kill you... is going to marry your brother.,You Again,368,12005248
2154,20000000,Action   Crime   Drama   Thriller,police   los angeles,en,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",18.666876,Fox Searchlight Pictures   Regency Enterprises   Dune Entertainment III   Emmett Furla Films,US  United States of America,2008-04-10,65569869,109.0,Their city. Their rules. No prisoners.,Street Kings,363,45569869
2155,20000000,Comedy   Action   Science Fiction,end of the world   apocalypse   trilogy   homage,en,Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.,55.964605,Universal Pictures   Big Talk Productions   Focus Features   Working Title Films,GB  United Kingdom,2013-07-18,46089287,109.0,Good food. Fine ales. Total Annihilation.,The World's End,1778,26089287
2156,0,Action   Adventure   Crime   Family   Mystery   Thriller,california   detective   based on novel   dream   knapping   chase   party   murder   rescue   escape   hollywood   teenager   explosion   surveillance   flashback,en,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,5.0348,Virtual Studios   Jerry Weintraub Productions   Warner Bros,US  United States of America,2007-06-15,0,99.0,Small Town Girl. Big Time Adventure.,Nancy Drew,143,0
2157,20000000,Fantasy   Horror   Action   Thriller   Science Fiction,female nudity   sunrise   waitress   experiment   rain   sunlight   vampire   dystopia   beautiful woman   slow motion scene   undead   decapitation   scientist   epemic   night creatures,en,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",28.019226,Lionsgate   Furst Films   Pictures in Paradise   Pacific Film and Television Commission   Australian Film Finance Corporation AFFC,US  United States of America  AU  Australia,2009-01-06,51416464,98.0,"In 2019, The Most Precious Natural Resource... Is Us.",Daybreakers,634,31416464
2158,20000000,Comedy   Romance,confence   romantic comedy   dating   insecurity   airport security   unlikely lovers   twenty something   duringcreditsstinger,en,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",16.176976,DreamWorks SKG   Mosaic,US  United States of America,2010-03-11,49779728,104.0,"When she's this hot, You get one shot.",She's Out of My League,525,29779728
2159,20000000,Adventure   Comedy   Romance,monte carlo   mistaken entity   look alike   young woman   texan   american abroad,en,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,17.237143,Dune Entertainment   Regency Enterprises   Fox Pictures   DiNovi Pictures   Dune Entertainment III   Blossom Films,HU  Hungary  US  United States of America,2011-07-01,17425000,109.0,She's having the time of someone else's life.,Monte Carlo,593,-2575000
2160,9000000,Horror   Thriller,veo game   hacker   virtual reality   virtual fight   baroness,en,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",4.34503,Spyglass Entertainment   Hollywood Pictures   Endgame Entertainment   Wonderland Sound and Vision,US  United States of America,2006-03-24,27105095,100.0,You die in the game - you die for real.,Stay Alive,155,18105095
2161,0,Romance   Action   Adventure   Western   Drama,australian   chase,en,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.",11.360997,Pathe   Metro Goldwyn Mayer MGM,AU  Australia  US  United States of America,1990-10-17,0,119.0,There's a price on his head. A girl on his mind. And a twinkle in his eye.,Quigley Down Under,119,0
2162,20000000,Family   Animation,wolf   arranged marriage   forbden love   road trip   park   park ranger   howling   social status,en,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",12.300789,Lions Gate Family Entertainment   Relativity Media   Crest Animation Productions,US  United States of America  IN  India,2010-09-17,39300000,88.0,A Pawsome 3D Adventure,Alpha and Omega,124,19300000
2163,20000000,Action   Adventure   Fantasy   Horror   Science Fiction   Thriller,magic   male friendship   college   supernatural powers   teenager,en,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,15.804814,Screen Gems Inc,US  United States of America,2006-09-08,37597471,97.0,Only the power of Hell can help them.,The Covenant,288,17597471
2164,0,Comedy   Drama,gymnastics   trainer   puberty   training   sport   teenager   woman director,en,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",9.750557,Spyglass Entertainment   Touchstone Pictures   Kaltenbach Pictures,DE  Germany  US  United States of America,2006-04-21,0,105.0,The world of competitive gymnastics is about to be turned on its head.,Stick It,148,0
2165,40000000,Comedy   Family,,en,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",4.100942,Warner Bros Pictures,AE  United Arab Emirates  US  United States of America,2009-08-21,28972508,89.0,Not So TALL Tales From The Director Of 'Spy Kids',Shorts,44,-11027492
2166,20000000,Fantasy   Drama   Comedy   Thriller,adultery   winter   obsession   television   new hampshire   narcissistic personality disorder,en,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",12.309715,The Rank Organisation   Columbia Pictures Corporation,US  United States of America,1995-05-20,21284514,106.0,All she wanted was a little attention.,To Die For,175,1284514
2167,20000000,Mystery   Adventure   Crime,based on novel   technology   internet   hacking   teenager   new york city   game   adaptation   dare   cellphone veo   based on young adult novel   smartphone   taking a risk,en,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",62.933899,Lionsgate   Allison Shearmur Productions   Keep Your Head,US  United States of America,2016-07-27,83707310,96.0,Are you a watcher or a player?,Nerve,2181,63707310
2168,20000000,Drama   Western   Crime,small town   rancher,en,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,16.074397,New Line Cinema   Groundswell Productions   Axon Films,US  United States of America,2008-09-12,20211394,115.0,Feelings get you killed.,Appaloosa,299,211394
2169,20000000,Action   Drama   Fantasy   Horror   Thriller,based on novel   new mexico   party   vampire hunter   revenge   priest   church   skull   team   crucifix   cross   relic   vampire slayer   turning into a vampire   drinking blood,en,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,17.016284,Columbia Pictures   Largo Entertainment   JVC Entertainment Networks   Film Office   Spooky Tooth Productions   Storm King Productions,US  United States of America,1998-04-15,0,108.0,From the Master of Evil. Comes a New Breed of Terror,Vampires,255,-20000000
2170,806948,Drama   Horror   Thriller,hotel   clerk   arizona   shower   rain   motel   money   secretary   corpse   murderer   theft   private detective   proto slasher,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",93.067866,Paramount Pictures   Universal Pictures   Shamley Productions,US  United States of America,1960-06-16,32000000,109.0,The master of suspense moves his cameras into the icy blackness of the unexplored!,Psycho,2320,31193052
2171,20000000,Romance   Comedy,date   sex   bar   test   friendship   insult   stripper   blonde   liar   wedding   lap dance   duringcreditsstinger,en,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",17.145287,Lionsgate   New Wave Entertainment   Management   Terra Firma Films   Superfinger Entertainment,US  United States of America,2008-09-19,36620508,101.0,It's funny what love can make you do...,My Best Friend's Girl,220,16620508
2172,20000000,Drama   Romance,teenage romance,en,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,27.256849,Universal Pictures   Fake Empire   Bluegrass Films,US  United States of America,2014-02-12,34077920,103.0,Say Goodbye to Innocence,Endless Love,542,14077920
2173,20000000,Comedy   Drama   Romance,grandmother granddaughter relationship   promiscuity   mother daughter relationship   summer   teenager   rural   veterinary clinic   rebellious teenager,en,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",7.878177,Universal Pictures   Morgan Creek Productions,US  United States of America,2007-05-11,0,113.0,"In this family, attitude doesn't skip a generation.",Georgia Rule,130,-20000000
2174,20000000,Comedy,,en,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of _Wizard of Oz, The (1939)_ ). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",0.173964,,US  United States of America,1981-07-31,2297493,98.0,Who knew so many little people would throw such a huge party?,Under the Rainbow,7,-17702507
2175,20000000,Adventure   Drama   Fantasy   Romance,moon   monk   swordplay   bishop   cathedral   falcon   twilight   solar eclipse   thief,en,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",14.370111,Twentieth Century Fox Film Corporation   Warner Bros,US  United States of America,1985-03-27,18432000,121.0,No force in Heaven will release them. No power on Earth can save them.,Ladyhawke,260,-1568000
2176,20000000,Comedy   Drama   Family,illegitimate son,en,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",11.090254,Caravan Pictures   Hollywood Pictures,US  United States of America,1998-09-11,18253415,114.0,Destiny has big plans for little Simon Birch.,Simon Birch,52,-1746585
2177,20000000,Drama,confence   trauma   leaving one s family   childhood memory   airplane   war on terror   music   loss of daughter   alone   cowardliness   family,en,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,20.82778,Columbia Pictures   Happy Madison Productions   Sunlight Productions   Relativity Media   Madison,US  United States of America,2007-03-23,22222308,124.0,Let in the unexpected.,Reign Over Me,334,2222308
2178,15000000,Adventure   Drama,male nudity   parents ks relationship   camping   cutting the cord   self discovery   wilderness   biography   based on true story   pubic hair   alaska   journey,en,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",43.644978,Paramount Vantage   River Road Entertainment   Art Linson Productions   Into the Wild,US  United States of America,2007-09-11,56255142,148.0,Into the heart. Into the soul.,Into the Wild,3045,41255142
2179,20000000,Comedy   Drama   Romance,date   competition   lovesickness   mentor   traffic policeman,en,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",8.244324,Dimension Films,US  United States of America,2006-09-29,17807569,100.0,Life's A Game. Learn How To Play.,School for Scoundrels,111,-2192431
2180,20000000,Thriller   Horror   Mystery,female protagonist   another dimension   based on veo game   mall   occult ritual   dark carnival   occult torture   aftercreditsstinger   d,en,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",23.292761,Davis Films   Konami Corporation Ltd,FR  France  CA  Canada,2012-10-10,52302796,94.0,This Halloween prepare for a 3D ride through hell.,Silent Hill: Revelation 3D,432,32302796
2181,19000000,Horror   Action   Thriller   Crime,dancing   brother brother relationship   sexual obsession   showdown   sheriff   eroticism   nudity   bank robber   vampire   holy water   siege   stripper   priest   explosion   extreme violence   bank robbery   preacher   hostage situation   crucifix   recreational vehicle   blood spurting   convenience store   female vampire   mexican american border   nightclub entertainer   boa constrictor,en,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",64.181668,A Band Apart   Dimension Films   Los Hooligans Productions   Miramax,US  United States of America,1996-01-19,25836616,108.0,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,1603,6836616
2182,0,Animation   Family,,en,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",9.03154,Walt Disney Pictures,US  United States of America,2005-02-11,0,68.0,There's something new in the Hundred Acre Wood.,Pooh's Heffalump Movie,88,0
2183,0,Comedy   Drama   Romance,baltimore   thanksgiving   family clan   family conflict   generations conflict   woman director,en,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",4.031585,Paramount Pictures   Egg Pictures   PolyGram Filmed Entertainment,US  United States of America,1995-11-02,17519169,103.0,We'll do it every year..until we get it right,Home for the Holidays,39,17519169
2184,20000000,Action   Comedy   Crime   Fantasy,kung fu   magic   mafia   defense   gangster   policeman   anarchic comedy,cn,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",13.658985,Columbia Pictures,CN  China  HK  Hong Kong,2004-02-10,100914445,99.0,So many gangsters...so little time.,Kung Fu Hustle,831,80914445
2185,35000000,Adventure   Comedy   Family,human animal relationship   musical   clowning   bear   social satire   aftercreditsstinger   duringcreditsstinger,en,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",6.908351,Walt Disney Pictures,US  United States of America,2002-07-26,0,88.0,It's A Bear Getting The Family Together!,The Country Bears,20,-35000000
2186,20000000,Drama,s   afghanistan   hang gling   war in afghanistan   taliban   cowardice   best friend   cowardliness   child,en,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",10.446722,DreamWorks SKG   MacDonald Parkes Productions   Sney Kimmel Entertainment   Neal Street Productions   China Film Co Production Corporation   Wonderland Films   Participant Media   Ebeling Group   Beijing Happy Pictures Cultural Communications Co   Kite Runner Holdings,CN  China  US  United States of America,2007-10-14,73276047,128.0,There is a way to be good again.,The Kite Runner,394,53276047
2187,20000000,Drama   Crime   Thriller,life and death   transplantation   suice attempt   desperation   loss of family   ex detainee   sadness   rage and hate   car crash,en,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",32.243357,This Is That Productions   Y Productions   Mediana Productions Filmgesellschaft,US  United States of America,2003-09-06,60427839,124.0,How much does life weigh?,21 Grams,918,40427839
2188,20000000,Action   Drama   Thriller,independent film,en,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,9.149089,Icon Productions   Twentieth Century Fox Film Corporation   Icon Entertainment International,US  United States of America,2004-09-03,16605763,84.0,One good shot deserves another.,Paparazzi,52,-3394237
2189,20000000,Comedy   Romance,infelity   bachelor   blackmail   fantasy   truth   party   liar   friends   misunderstanding   wedding   fianc u e e,en,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",5.596835,Metro Goldwyn Mayer MGM   Dav Ladd Films,US  United States of America,2003-01-17,17432163,101.0,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,83,-2567837
2190,0,Drama   Comedy   Romance   Family,college   lost and found   older brother younger sister   woman director   young adult   college student,en,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",5.214408,Columbia Pictures,US  United States of America,2000-07-21,0,98.0,Dare to be different.,Loser,120,0
2191,20000000,Documentary,usa   capitalism   capitalist   wall street   criticism and blame   banking   money   economics   corporation,en,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",10.50098,The Weinstein Company   Paramount Vantage,US  United States of America,2009-09-06,17436509,120.0,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",Capitalism: A Love Story,167,-2563491
2192,20000000,Drama   History,jesus christ   biography   epic,en,All-star epic retelling of Christ's life.,3.011205,George Stevens Productions,US  United States of America,1965-02-15,15473333,199.0,No Tagline,The Greatest Story Ever Told,41,-4526667
2193,19500000,Crime   Drama   Mystery,fbi   missing child,en,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",15.012237,Ingenious Media   Gran Via Productions   IM Global   STX Entertainment   Route One Entertainment   Union Investment Partners   SITE Productions   Willie s Movies,ES  Spain  GB  United Kingdom  US  United States of America,2015-10-14,34854990,111.0,The truth lies in the most unexpected places.,Secret in Their Eyes,336,15354990
2194,25000000,Action   Comedy,natural disaster   violence   mortal danger   duringcreditsstinger,en,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",16.238961,Grosvenor Park Media Ltd   LionsGate   in the Box,US  United States of America,2008-08-29,14109284,87.0,Your favorite movies are going to be destroyed.,Disaster Movie,240,-10890716
2195,20000000,Action   Crime   Drama   Thriller,robbery   homeless person   bank   armored car   truck   heist,en,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",15.21229,Screen Gems   Stars Road Entertainment   Farah Films Management   Buckaroo Entertainment,US  United States of America,2009-12-04,22942221,88.0,Who will be the last man standing?,Armored,208,2942221
2196,20000000,Comedy   Thriller   Crime   Action,london england   bomb   brother brother relationship   helicopter   based on novel   bank   tv show   theatre milieu   mistaken entity   escape   agent,en,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",6.397042,Regency Enterprises   Taurus Films   Polar Productions   Warner Bros,US  United States of America,1997-11-14,13801755,97.0,"He’s on a mission so secret, even he doesn’t know about it.",The Man Who Knew Too Little,125,-6198245
2197,20000000,Comedy   Romance,based on novel   loser   magazine   womanizer   mission   search   boyfriend   husband   fired   past relationship,en,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",19.220789,Regency Enterprises   Contrafilm   New Regency Pictures,US  United States of America,2011-09-30,30426096,106.0,Ally's looking for the best ex of her life.,What's Your Number?,671,10426096
2198,20000000,Action   Thriller   Science Fiction,usa present   anti hero   dementia   future   space   convict   interrogation   space station   collision in space   year,en,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",35.232278,Canal   EuropaCorp   Cin u e,FR  France,2012-04-12,32204030,95.0,Take no prisoners.,Lockout,715,12204030
2199,40000000,Comedy,jealousy   inventor   neighbor   best friend   milliionaire   dog   envy   golden egg,en,A man becomes increasingly jealous of his friend's newfound success.,9.842771,Columbia Pictures   Castle Rock Entertainment   NPV Entertainment   DreamWorks Pictures   Baltimore Spring Creek Productions   Nu Image Millennium Films,US  United States of America,2004-04-30,0,99.0,"Success didn’t go to his head, it went to his neighbor.",Envy,139,-40000000
2200,20000000,Action   Thriller   Crime,female nudity   prostitute   horse race   heart   strip club   electric shock   godzilla   sequel   tourette syndrome   gang   shootout   public sex   cigarette smoking   mansion   electrocution   foot chase   surgery   taser   duringcreditsstinger   flashback   absurdism   ultraviolence,en,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,35.542809,Lakeshore Entertainment   Lionsgate   Radical Media,US  United States of America,2009-04-16,34560577,96.0,"Stay Charged, Stay Alive!",Crank: High Voltage,861,14560577
2201,0,Action   Comedy   Thriller,lover female   talent   mafia boss   author,en,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",7.829295,Miramax Films,US  United States of America,1994-10-14,0,98.0,No Tagline,Bullets Over Broadway,130,0
2202,20000000,Drama,based on novel   persia   queen   esther,en,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",3.476925,Gener Xion Entertainment,US  United States of America,2006-10-13,13391174,123.0,Feel The Touch Of Destiny,One Night with the King,12,-6608826
2203,30000000,Drama   Action   Thriller   Romance,terror   journalist   lover female   saigon   indochina,en,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",5.133744,Miramax Films   Intermedia Films   Mirage Enterprises,US  United States of America,2002-11-22,27674124,101.0,No Tagline,The Quiet American,81,-2325876
2204,20000000,Comedy   Drama,new york   chicago   mlife crisis   television   daughter   father   weatherman   terminal illness   wettermann,en,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",14.031377,Paramount Pictures   Escape Artists   Kumar Mobiliengesellschaft mbH Co Projekt Nr KG,DE  Germany  US  United States of America,2005-10-20,12482775,101.0,Dave Spritz is about to take his best shot . . . at life,The Weather Man,289,-7517225
